date,Temperature_Max,Dew_Point_Max,Humidity_Max,Pressure_Max
12/27/2016,79,52,88,30.18
12/28/2016,70,45,63,30.21
12/29/2016,72,46,82,30.27
12/30/2016,82,50,82,30.21
12/31/2016,83,43,67,30.21
1/1/2017,84,45,58,30.18
1/2/2017,77,43,76,30.18
1/3/2017,69,39,62,30.21
1/4/2017,66,34,57,30.21
1/5/2017,60,32,53,30.33
1/6/2017,66,30,61,30.33
1/7/2017,72,28,49,30.18
1/8/2017,81,37,58,30.04
1/9/2017,82,39,54,30.06
1/10/2017,72,39,54,30.18
1/11/2017,80,45,76,30.21
1/12/2017,69,46,82,30.24
1/13/2017,75,43,58,30.09
1/14/2017,64,32,40,30.15
1/15/2017,68,30,40,30.12
1/16/2017,74,45,67,30.21
1/17/2017,67,48,94,30.27
1/18/2017,72,37,58,30.21
1/19/2017,79,41,55,30.12
1/20/2017,69,46,67,30.18
1/21/2017,59,41,62,30.15
1/22/2017,77,50,72,30.18
1/23/2017,59,48,77,30.27
1/24/2017,63,27,53,30.3
1/25/2017,51,19,42,30.35
1/26/2017,73,27,32,30.25
1/27/2017,81,39,34,30.06
1/28/2017,78,50,63,30.04
1/29/2017,63,28,38,30.27
1/30/2017,62,30,61,30.33
1/31/2017,74,43,50,30.12
2/1/2017,64,45,52,30.12
2/2/2017,61,28,35,30.33
2/3/2017,54,9,30,30.49
2/4/2017,59,7,37,30.48
2/5/2017,61,9,33,30.33
2/6/2017,56,43,82,30.24
2/7/2017,53,39,93,30.3
2/8/2017,68,34,70,30.27
2/9/2017,74,27,27,30.12
2/10/2017,75,37,47,30.09
2/11/2017,72,45,58,30.06
2/12/2017,63,59,88,29.98
2/13/2017,69,61,95,30.06
2/14/2017,51,52,94,30.18
2/15/2017,68,61,100,30.15
2/16/2017,61,59,100,30.04
2/17/2017,66,57,100,30.18
2/18/2017,58,43,82,30.41
2/19/2017,57,27,53,30.49
2/20/2017,53,48,94,30.35
2/21/2017,65,50,94,30.19
2/22/2017,69,48,88,30.09
2/23/2017,76,48,77,30.09
2/24/2017,64,48,82,30.27
2/25/2017,65,43,76,30.3
2/26/2017,69,45,72,30.24
2/27/2017,71,32,57,30.21
2/28/2017,73,37,66,30.24
3/1/2017,74,36,54,30.15
3/2/2017,74,48,72,30.09
3/3/2017,78,48,67,30.06
3/4/2017,79,50,67,30.01
3/5/2017,78,54,77,30.01
3/6/2017,74,48,63,30.09
3/7/2017,78,41,55,30.04
3/8/2017,88,43,52,29.98
3/9/2017,81,39,54,30.12
3/10/2017,78,34,41,30.09
3/11/2017,77,37,35,30.09
3/12/2017,88,36,28,30.06
3/13/2017,77,52,47,30.12
3/14/2017,75,43,45,30.12
3/15/2017,76,37,45,30.06
3/16/2017,80,46,46,29.98
3/17/2017,72,46,55,30.12
3/18/2017,80,52,52,30.09
3/19/2017,85,64,83,29.92
3/20/2017,74,57,68,30.04
3/21/2017,79,50,88,30.12
3/22/2017,80,45,55,30.04
3/23/2017,82,52,68,29.95
3/24/2017,87,54,77,29.92
3/25/2017,80,61,83,29.95
3/26/2017,79,59,88,30.12
3/27/2017,78,48,59,30.18
3/28/2017,82,61,65,30.12
3/29/2017,89,59,68,30.06
3/30/2017,90,63,88,30.09
3/31/2017,88,61,78,30.06
4/1/2017,92,63,78,30.06
4/2/2017,96,59,68,29.98
4/3/2017,83,55,50,30.12
4/4/2017,80,37,34,30.18
4/5/2017,80,37,42,30.21
4/6/2017,88,36,34,30.09
4/7/2017,95,34,17,29.98
4/8/2017,99,45,29,30.04
4/9/2017,99,45,36,30.06
4/10/2017,101,43,29,30.01
4/11/2017,100,36,22,30.01
4/12/2017,99,36,21,30.04
4/13/2017,100,34,21,30.04
4/14/2017,102,34,22,29.98
4/15/2017,103,41,23,29.95
4/16/2017,87,52,50,30.04
4/17/2017,91,52,56,30.06
4/18/2017,93,50,46,30.09
4/19/2017,93,46,34,30.09
4/20/2017,90,37,27,30.12
4/21/2017,93,25,20,30.12
4/22/2017,94,30,18,30.09
4/23/2017,98,32,27,30.01
4/24/2017,101,30,20,29.92
4/25/2017,103,37,18,29.92
4/26/2017,97,41,31,30.01
4/27/2017,97,45,38,30.01
4/28/2017,101,43,25,29.98
4/29/2017,97,45,32,29.95
4/30/2017,93,45,28,30.01
5/1/2017,98,46,34,29.98
5/2/2017,101,41,24,29.98
5/3/2017,103,43,20,29.95
5/4/2017,104,41,24,29.92
5/5/2017,104,39,23,29.92
5/6/2017,104,64,54,29.92
5/7/2017,99,63,57,29.95
5/8/2017,100,55,42,29.98
5/9/2017,101,52,35,30.01
5/10/2017,101,52,33,29.95
5/11/2017,102,63,61,29.95
5/12/2017,101,55,42,29.92
5/13/2017,103,52,37,29.92
5/14/2017,103,50,36,29.95
5/15/2017,106,41,28,29.95
5/16/2017,107,37,21,29.92
5/17/2017,105,32,19,29.89
5/18/2017,103,39,21,29.92
5/19/2017,106,43,22,29.92
5/20/2017,108,55,26,29.92
5/21/2017,102,50,27,29.86
5/22/2017,96,41,26,29.95
5/23/2017,102,39,22,29.98
5/24/2017,106,55,39,29.95
5/25/2017,100,37,16,29.98
5/26/2017,105,36,20,29.95
5/27/2017,112,43,18,29.89
5/28/2017,104,37,16,29.92
5/29/2017,108,34,17,29.92
5/30/2017,110,36,15,29.95
5/31/2017,106,32,13,29.95
6/1/2017,105,34,15,29.95
6/2/2017,103,34,15,29.86
6/3/2017,98,32,17,29.92
6/4/2017,103,34,21,29.95
6/5/2017,104,28,14,29.92
6/6/2017,106,30,15,29.86
6/7/2017,107,28,15,29.86
6/8/2017,109,28,11,29.86
6/9/2017,106,28,15,29.86
6/10/2017,109,30,15,29.83
6/11/2017,110,30,13,29.77
6/12/2017,110,28,14,29.8
6/13/2017,112,34,14,29.77
6/14/2017,116,30,13,29.77
6/15/2017,112,32,14,29.8
6/16/2017,110,43,20,29.8
6/17/2017,110,36,17,29.83
6/18/2017,115,37,12,29.74
6/19/2017,113,32,12,29.8
6/20/2017,111,34,14,29.77
6/21/2017,108,39,15,29.83
6/22/2017,105,37,17,29.83
6/23/2017,106,37,19,29.86
6/24/2017,105,36,16,29.83
6/25/2017,106,32,16,29.8
6/26/2017,105,28,15,29.8
6/27/2017,109,27,12,29.8
6/28/2017,111,23,11,29.74
6/29/2017,112,32,10,29.68
6/30/2017,111,30,10,29.68
7/1/2017,111,34,12,29.68
7/2/2017,114,41,17,29.68
7/3/2017,114,34,12,29.68
7/4/2017,113,30,13,29.68
7/5/2017,114,30,11,29.68
7/6/2017,114,34,14,29.68
7/7/2017,114,32,11,29.62
7/8/2017,111,32,11,29.62
7/9/2017,109,37,14,29.65
7/10/2017,111,36,16,29.71
7/11/2017,113,37,15,29.77
7/12/2017,112,32,11,29.74
7/13/2017,111,45,15,29.68
7/14/2017,111,48,14,29.65
7/15/2017,115,32,10,29.65
7/16/2017,111,57,25,29.68
7/17/2017,110,55,29,29.74
7/18/2017,112,34,15,29.77
7/19/2017,112,36,11,29.62
7/20/2017,114,39,15,29.62
7/21/2017,111,36,14,29.68
7/22/2017,110,32,13,29.71
7/23/2017,114,28,11,29.65
7/24/2017,112,30,12,29.62
7/25/2017,111,36,14,29.68
7/26/2017,114,36,13,29.71
7/27/2017,114,37,17,29.71
7/28/2017,113,34,12,29.74
7/29/2017,112,37,15,29.77
7/30/2017,114,37,11,29.77
7/31/2017,113,37,13,29.8
8/1/2017,114,36,15,29.8
8/2/2017,115,34,15,29.74
8/3/2017,112,57,31,29.71
8/4/2017,112,43,18,29.71
8/5/2017,115,30,10,29.68
8/6/2017,114,30,13,29.68
8/7/2017,113,34,12,29.74
8/8/2017,112,36,14,29.77
8/9/2017,113,28,12,29.74
8/10/2017,113,32,14,29.68
8/11/2017,115,32,14,29.68
8/12/2017,112,41,14,29.71
8/13/2017,113,55,22,29.71
8/14/2017,112,41,18,29.74
8/15/2017,112,41,15,29.77
8/16/2017,110,59,25,29.77
8/17/2017,111,57,30,29.77
8/18/2017,113,45,22,29.77
8/19/2017,113,46,23,29.8
8/20/2017,109,41,15,29.8
8/21/2017,111,34,13,29.77
8/22/2017,110,34,14,29.71
8/23/2017,107,41,17,29.71
8/24/2017,111,48,25,29.77
8/25/2017,109,52,27,29.8
8/26/2017,109,36,14,29.77
8/27/2017,109,32,15,29.74
8/28/2017,110,32,14,29.74
8/29/2017,113,52,34,29.74
8/30/2017,107,36,16,29.77
8/31/2017,107,32,16,29.8
9/1/2017,106,28,14,29.74
9/2/2017,108,25,13,29.77
9/3/2017,111,27,13,29.77
9/4/2017,111,37,13,29.86
9/5/2017,111,41,24,29.92
9/6/2017,108,32,17,29.83
9/7/2017,104,36,15,29.83
9/8/2017,106,41,21,29.89
9/9/2017,109,39,14,29.92
9/10/2017,107,27,11,29.92
9/11/2017,108,28,11,29.89
9/12/2017,104,46,22,29.92
9/13/2017,106,45,29,29.98
9/14/2017,107,28,12,29.92
9/15/2017,108,25,12,29.92
9/16/2017,106,36,15,29.92
9/17/2017,108,30,20,29.89
9/18/2017,105,32,13,29.89
9/19/2017,108,37,17,29.92
9/20/2017,107,43,17,29.92
9/21/2017,105,34,17,29.86
9/22/2017,104,34,15,29.89
9/23/2017,104,43,18,29.95
9/24/2017,99,52,34,30.01
9/25/2017,100,30,17,29.95
9/26/2017,99,37,27,29.98
9/27/2017,104,27,14,30.01
9/28/2017,104,28,15,29.98
9/29/2017,103,28,16,29.98
9/30/2017,101,37,18,30.01
10/1/2017,101,37,19,30.06
10/2/2017,100,32,15,30.01
10/3/2017,100,45,25,30.01
10/4/2017,101,43,31,30.01
10/5/2017,99,45,28,29.98
10/6/2017,97,52,47,29.98
10/7/2017,99,54,35,30.01
10/8/2017,99,41,31,30.01
10/9/2017,101,36,27,29.98
10/10/2017,100,37,29,30.01
10/11/2017,100,37,25,30.01
10/12/2017,96,48,34,30.06
10/13/2017,98,50,43,30.04
10/14/2017,101,37,31,30.01
10/15/2017,100,34,25,30.01
10/16/2017,98,32,21,30.04
10/17/2017,98,28,20,29.98
10/18/2017,97,45,28,30.04
10/19/2017,95,50,46,30.12
10/20/2017,95,39,32,30.12
10/21/2017,95,30,19,30.06
10/22/2017,95,28,21,30.01
10/23/2017,99,36,24,30.01
10/24/2017,93,52,53,30.09
10/25/2017,93,32,28,30.15
10/26/2017,92,34,26,30.18
10/27/2017,92,39,33,30.12
10/28/2017,92,39,37,30.09
10/29/2017,93,37,34,30.12
10/30/2017,92,34,30,30.12
10/31/2017,95,30,29,30.12
11/1/2017,90,28,22,30.09
11/2/2017,88,36,34,30.12
11/3/2017,87,39,34,30.04
11/4/2017,88,45,40,30.06
11/5/2017,85,43,45,30.12
11/6/2017,86,39,45,30.15
11/7/2017,86,39,44,30.15
11/8/2017,85,45,45,30.15
11/9/2017,85,34,39,30.09
11/10/2017,88,34,41,30.06
11/11/2017,89,37,39,30.09
11/12/2017,79,57,77,30.18
11/13/2017,81,39,42,30.18
11/14/2017,84,36,38,30.15
11/15/2017,88,36,36,30.12
11/16/2017,84,28,27,30.12
11/17/2017,80,27,26,30.15
11/18/2017,80,43,47,30.21
11/19/2017,79,43,59,30.18
11/20/2017,81,45,55,30.15
11/21/2017,79,43,42,30.06
11/22/2017,77,57,73,30.01
11/23/2017,62,57,94,30.09
11/24/2017,66,50,82,30.24
11/25/2017,68,50,88,30.33
11/26/2017,73,45,67,30.3
11/27/2017,81,63,88,30.18
11/28/2017,70,63,94,30.24
11/29/2017,75,54,88,30.27
11/30/2017,77,50,67,30.21
12/1/2017,75,55,77,30.21
12/2/2017,67,43,55,30.27
12/3/2017,70,41,62,30.3
12/4/2017,72,34,62,30.33
12/5/2017,73,25,56,30.27
12/6/2017,75,19,42,30.15
12/7/2017,77,41,48,30.18
12/8/2017,59,36,44,30.33
12/9/2017,63,18,41,30.36
12/10/2017,66,16,36,30.38
12/11/2017,73,16,44,30.35
12/12/2017,72,19,25,30.3
12/13/2017,71,16,34,30.27
12/14/2017,79,19,32,30.11
12/15/2017,69,27,37,30.12
12/16/2017,66,30,44,30.24
12/17/2017,66,43,71,30.27
12/18/2017,69,46,71,30.36
12/19/2017,70,41,71,30.39
12/20/2017,73,34,61,30.42
12/21/2017,75,32,50,30.42
12/22/2017,76,28,46,30.36
12/23/2017,77,30,50,30.27
12/24/2017,83,30,46,30.18
12/25/2017,84,27,40,30.12
12/26/2017,68,39,54,30.3
12/27/2017,69,37,53,30.3
12/28/2017,72,32,57,30.28
12/29/2017,72,32,53,30.27
12/30/2017,74,36,57,30.24
12/31/2017,76,39,71,30.18
1/1/2018,78,34,57,30.06
1/2/2018,67,37,51,30.12
1/3/2018,68,34,57,30.21
1/4/2018,69,28,43,30.18
1/5/2018,73,34,41,30.06
1/6/2018,72,34,54,30.06
1/7/2018,68,36,54,30.24
1/8/2018,64,39,71,30.31
1/9/2018,64,25,43,30.33
1/10/2018,64,19,42,30.38
1/11/2018,65,18,36,30.37
1/12/2018,72,19,45,30.34
1/13/2018,74,18,33,30.25
1/14/2018,75,12,33,30.15
1/15/2018,74,28,33,30.21
1/16/2018,68,32,43,30.3
1/17/2018,67,28,57,30.18
1/18/2018,75,28,46,30.06
1/19/2018,75,28,38,30.04
1/20/2018,65,27,35,30.24
1/21/2018,65,28,53,30.34
1/22/2018,68,28,60,30.24
1/23/2018,78,32,40,30.04
1/24/2018,77,30,34,30.06
1/25/2018,79,30,34,30.04
1/26/2018,80,34,38,30.06
1/27/2018,74,32,41,30.12
1/28/2018,64,45,54,30.18
1/29/2018,62,28,53,30.26
1/30/2018,63,25,46,30.27
1/31/2018,66,21,48,30.34
2/1/2018,66,23,42,30.33
2/2/2018,67,25,42,30.34
2/3/2018,66,25,43,30.36
2/4/2018,70,19,36,30.34
2/5/2018,76,16,31,30.27
2/6/2018,80,16,23,30.27
2/7/2018,83,18,24,30.18
2/8/2018,80,18,32,30.12
2/9/2018,76,19,30,30.15
2/10/2018,81,21,30,30.06
2/11/2018,89,27,26,30.06
2/12/2018,91,27,27,30.04
2/13/2018,94,23,18,30.04
2/14/2018,71,43,45,30.24
2/15/2018,80,45,46,30.27
2/16/2018,83,52,72,30.18
2/17/2018,86,39,32,30.09
2/18/2018,77,54,47,30.01
2/19/2018,77,25,35,30.06
2/20/2018,71,30,38,30.12
2/21/2018,78,34,33,30.01
2/22/2018,80,48,59,29.95
2/23/2018,80,41,45,29.95
2/24/2018,72,59,88,29.95
2/25/2018,75,57,88,30.04
2/26/2018,73,57,88,30.06
2/27/2018,82,57,68,29.98
2/28/2018,80,57,88,29.98
3/1/2018,75,59,88,30.01
3/2/2018,72,55,88,30.12
3/3/2018,75,46,67,30.18
3/4/2018,82,48,72,30.06
3/5/2018,81,46,55,30.09
3/6/2018,88,41,48,30.09
3/7/2018,90,37,37,30.12
3/8/2018,93,32,34,30.06
3/9/2018,93,39,45,30.01
3/10/2018,93,32,28,29.92
3/11/2018,87,43,43,29.98
3/12/2018,81,43,35,30.06
3/13/2018,81,32,32,30.12
3/14/2018,85,34,34,30.09
3/15/2018,92,34,26,30.04
3/16/2018,81,39,27,29.98
3/17/2018,87,43,40,30.01
3/18/2018,80,39,42,30.06
3/19/2018,84,32,31,30.09
3/20/2018,95,34,27,30.09
3/21/2018,98,36,32,30.06
3/22/2018,91,39,35,30.06
3/23/2018,91,30,26,30.06
3/24/2018,90,19,22,30.09
3/25/2018,89,18,16,30.12
3/26/2018,92,21,17,30.21
3/27/2018,95,27,27,30.18
3/28/2018,97,28,24,30.06
3/29/2018,97,28,21,30.04
3/30/2018,99,43,21,30.04
3/31/2018,79,37,27,30.12
4/1/2018,82,41,31,30.09
4/2/2018,88,39,33,30.04
4/3/2018,90,48,34,30.04
4/4/2018,94,59,73,29.98
4/5/2018,90,61,78,30.01
4/6/2018,79,63,89,30.01
4/7/2018,90,61,78,29.98
4/8/2018,95,59,68,30.01
4/9/2018,90,63,78,30.01
4/10/2018,91,57,64,29.98
4/11/2018,87,59,73,29.95
4/12/2018,90,50,52,29.89
4/13/2018,92,48,46,29.95
4/14/2018,89,39,37,30.01
4/15/2018,87,45,34,29.98
4/16/2018,93,57,57,29.92
4/17/2018,87,61,83,30.09
4/18/2018,88,43,45,30.18
4/19/2018,91,30,28,30.12
4/20/2018,92,37,19,30.01
4/21/2018,100,34,17,29.89
4/22/2018,93,66,83,29.89
4/23/2018,95,63,65,30.01
4/24/2018,84,45,38,30.09
4/25/2018,74,64,83,30.06
4/26/2018,93,61,94,29.95
4/27/2018,87,63,94,29.95
4/28/2018,93,63,78,29.95
4/29/2018,91,54,53,29.98
4/30/2018,94,52,52,29.98
5/1/2018,95,50,39,30.04
5/2/2018,94,52,41,30.04
5/3/2018,97,43,26,29.98
5/4/2018,92,52,39,30.04
5/5/2018,99,45,34,30.01
5/6/2018,104,41,24,30.01
5/7/2018,105,43,26,29.98
5/8/2018,106,46,30,29.86
5/9/2018,96,57,45,29.89
5/10/2018,95,55,44,29.98
5/11/2018,101,30,22,29.95
5/12/2018,104,28,10,29.77
5/13/2018,99,39,20,29.86
5/14/2018,96,39,23,29.92
5/15/2018,94,41,31,29.95
5/16/2018,93,41,29,29.95
5/17/2018,95,54,29,29.98
5/18/2018,92,45,29,30.01
5/19/2018,95,55,47,30.01
5/20/2018,100,54,50,30.01
5/21/2018,103,36,18,30.01
5/22/2018,104,32,21,29.98
5/23/2018,104,32,14,29.98
5/24/2018,104,34,16,29.89
5/25/2018,106,30,17,29.86
5/26/2018,102,36,21,29.89
5/27/2018,105,39,23,29.92
5/28/2018,103,36,21,29.89
5/29/2018,104,36,17,29.83
5/30/2018,107,46,20,29.83
5/31/2018,106,45,23,29.83
6/1/2018,107,46,26,29.83
6/2/2018,110,46,19,29.77
6/3/2018,112,46,24,29.74
6/4/2018,111,54,29,29.71
6/5/2018,112,46,22,29.77
6/6/2018,112,41,18,29.86
6/7/2018,113,43,19,29.89
6/8/2018,113,34,14,29.83
6/9/2018,115,37,16,29.77
6/10/2018,111,34,12,29.71
6/11/2018,108,34,13,29.77
6/12/2018,109,27,13,29.74
6/13/2018,105,28,12,29.71
6/14/2018,103,27,13,29.74
6/15/2018,105,34,14,29.8
6/16/2018,108,36,18,29.86
6/17/2018,105,36,12,29.86
6/18/2018,109,37,16,29.8
6/19/2018,111,37,16,29.83
6/20/2018,109,37,19,29.86
6/21/2018,107,39,17,29.89
6/22/2018,107,36,16,29.86
6/23/2018,105,41,18,29.86
6/24/2018,104,36,17,29.83
6/25/2018,106,36,13,29.83
6/26/2018,107,39,15,29.77
6/27/2018,108,36,15,29.74
6/28/2018,111,34,15,29.68
6/29/2018,92,32,13,29.65
7/1/2018,107,36,12,29.77
7/2/2018,108,37,15,29.77
7/3/2018,111,30,13,29.71
7/4/2018,112,32,10,29.62
7/5/2018,113,36,11,29.59
7/6/2018,113,34,14,29.65
7/7/2018,111,32,12,29.68
7/8/2018,111,46,17,29.74
7/9/2018,113,37,14,29.77
7/10/2018,112,34,14,29.74
7/11/2018,111,30,11,29.71
7/12/2018,114,32,11,29.65
7/13/2018,112,34,11,29.62
7/14/2018,110,39,13,29.65
7/15/2018,113,37,17,29.65
7/16/2018,110,36,14,29.65
7/17/2018,108,36,15,29.68
7/18/2018,106,34,14,29.71
7/19/2018,105,32,14,29.74
7/20/2018,107,37,15,29.71
7/21/2018,108,34,15,29.74
7/22/2018,109,37,15,29.74
7/23/2018,107,36,16,29.71
7/24/2018,107,36,16,29.74
7/25/2018,108,34,16,29.77
7/26/2018,108,36,15,29.77
7/27/2018,106,34,12,29.77
7/28/2018,109,34,14,29.71
7/29/2018,108,39,15,29.71
7/30/2018,109,37,14,29.74
7/31/2018,110,39,18,29.77
8/1/2018,108,37,16,29.8
8/2/2018,107,36,17,29.77
8/3/2018,107,34,15,29.77
8/4/2018,108,37,14,29.77
8/5/2018,112,36,14,29.8
8/6/2018,108,43,15,29.77
8/7/2018,107,41,19,29.74
8/8/2018,108,34,13,29.71
8/9/2018,107,39,15,29.74
8/10/2018,108,39,17,29.8
8/11/2018,107,39,17,29.8
8/12/2018,110,36,18,29.8
8/13/2018,108,36,14,29.71
8/14/2018,106,37,18,29.71
8/15/2018,106,36,17,29.74
8/16/2018,108,32,15,29.77
8/17/2018,108,34,18,29.77
8/18/2018,99,34,15,29.71
8/19/2018,109,30,13,29.74
8/20/2018,108,32,17,29.77
8/21/2018,107,32,15,29.8
8/22/2018,108,37,15,29.77
8/23/2018,107,37,13,29.8
8/24/2018,108,39,19,29.8
8/25/2018,111,36,17,29.8
8/26/2018,110,34,16,29.71
8/27/2018,106,48,24,29.68
8/28/2018,108,41,14,29.77
8/29/2018,107,39,19,29.8
8/30/2018,106,45,25,29.83
8/31/2018,109,39,19,29.8
9/1/2018,111,36,15,29.77
9/2/2018,108,36,14,29.8
9/3/2018,110,32,16,29.77
9/4/2018,112,37,17,29.8
9/5/2018,112,37,18,29.8
9/6/2018,109,32,13,29.83
9/7/2018,105,45,26,29.86
9/8/2018,108,32,14,29.89
9/9/2018,108,34,16,29.86
9/10/2018,107,46,23,29.89
9/11/2018,106,55,37,29.95
9/12/2018,105,52,22,29.95
9/13/2018,108,39,21,29.92
9/14/2018,111,32,11,29.89
9/15/2018,110,32,14,29.86
9/16/2018,106,39,13,29.92
9/17/2018,107,39,16,29.89
9/18/2018,106,36,16,29.86
9/19/2018,106,41,18,29.92
9/20/2018,107,45,20,29.92
9/21/2018,105,45,21,29.92
9/22/2018,105,43,24,29.98
9/23/2018,106,37,19,29.98
9/24/2018,105,39,24,29.95
9/25/2018,105,41,23,29.98
9/26/2018,105,43,28,29.92
9/27/2018,102,34,17,29.98
9/28/2018,102,30,16,30.01
9/29/2018,104,30,15,30.01
9/30/2018,100,50,41,30.04
10/1/2018,102,50,27,30.06
10/2/2018,99,34,22,30.06
10/3/2018,97,39,22,30.06
10/4/2018,102,34,25,30.06
10/5/2018,100,36,21,30.06
10/6/2018,102,34,22,30.04
10/7/2018,101,32,20,30.04
10/8/2018,96,63,57,30.04
10/9/2018,99,34,27,30.04
10/10/2018,101,32,22,30.04
10/11/2018,99,45,25,30.04
10/12/2018,96,55,40,30.04
10/13/2018,97,46,36,30.04
10/14/2018,94,41,31,30.09
10/15/2018,92,45,26,30.09
10/16/2018,93,50,43,30.12
10/17/2018,92,41,35,30.06
10/18/2018,91,57,47,30.04
10/19/2018,89,55,56,30.06
10/20/2018,90,70,74,30.09
10/21/2018,86,63,83,30.12
10/22/2018,92,61,65,30.12
10/23/2018,91,63,69,30.15
10/24/2018,91,57,57,30.12
10/25/2018,94,57,50,30.06
10/26/2018,92,54,44,30.06
10/27/2018,90,64,78,30.15
10/28/2018,71,66,94,30.24
10/29/2018,70,61,94,30.24
10/30/2018,77,59,94,30.21
10/31/2018,81,55,82,30.21
11/1/2018,79,48,63,30.21
11/2/2018,80,43,48,30.18
11/3/2018,81,55,50,30.15
11/4/2018,79,63,88,30.06
11/5/2018,87,61,83,30.04
11/6/2018,87,63,73,30.04
11/7/2018,83,61,88,30.12
11/8/2018,85,61,88,30.12
11/9/2018,72,64,100,30.09
11/10/2018,75,64,100,30.09
11/11/2018,81,68,94,30.12
11/12/2018,77,66,96,30.15
11/13/2018,74,63,89,30.12
11/14/2018,78,63,94,30.04
11/15/2018,88,64,88,29.98
11/16/2018,78,64,88,30.18
11/17/2018,74,63,88,30.27
11/18/2018,73,55,88,30.24
11/19/2018,76,54,77,30.21
11/20/2018,72,55,82,30.21
11/21/2018,75,54,82,30.27
11/22/2018,78,46,63,30.15
11/23/2018,69,59,88,30.09
11/24/2018,81,59,88,30.09
11/25/2018,78,63,94,30.15
11/26/2018,68,55,100,30.24
11/27/2018,67,54,94,30.27
11/28/2018,69,52,88,30.27
11/29/2018,76,50,88,30.24
11/30/2018,79,50,59,30.24
12/1/2018,77,50,68,30.15
12/2/2018,81,48,72,30.15
12/3/2018,75,52,77,30.15
12/4/2018,73,57,100,30.15
12/5/2018,77,52,77,30.09
12/6/2018,79,54,59,30.01
12/7/2018,76,41,58,30.09
12/8/2018,74,50,63,30.12
12/9/2018,77,54,63,30.15
12/10/2018,79,52,67,30.09
12/11/2018,71,52,72,30.21
12/12/2018,73,52,77,30.27
12/13/2018,74,50,63,30.24
12/14/2018,75,52,64,30.27
12/15/2018,62,57,94,30.33
12/16/2018,69,50,87,30.36
12/17/2018,70,50,88,30.27
12/18/2018,77,54,77,30.24
12/19/2018,64,54,94,30.33
12/20/2018,77,54,94,30.21
12/21/2018,70,48,82,30.24
12/22/2018,64,43,63,30.24
12/23/2018,66,43,71,30.3
12/24/2018,67,37,71,30.28
12/25/2018,69,39,66,30.3
12/26/2018,70,39,71,30.27
12/27/2018,73,41,66,30.12
12/28/2018,78,52,55,30.12
12/29/2018,64,45,72,30.21
12/30/2018,66,50,68,30.18
12/31/2018,68,50,82,30.27
